case_id,unit_id,source_id,evidence_layer,donor_class,functional_class,route_eligible,dependency_group,dependency_scheme,collapsed_n_rows,donor_tie,role_tie
sox_genome_atlas,GTDB_R232::GCF_000006985.1:NC_002932.3:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000006985.1:NC_002932.3:sox_cluster_1:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000006985.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,vertical_like,recipient_sulfur_backbone,True,GCF_000006985.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000008625.1:NC_000918.1:sox_cluster_1:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000008625.1:NC_000918.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000011965.2:NC_003911.12:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000011965.2:NC_003911.12:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000012965.1:NC_007575.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000012965.1:NC_007575.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000012965.1:NC_007575.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000012965.1:NC_007575.1:sox_cluster_2:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000013885.1:NC_007964.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,hgt_like,sox_energy_module,True,GCF_000013885.1:NC_007964.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000013885.1:NC_007964.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance,hgt_like,sox_energy_module,True,GCF_000013885.1:NC_007964.1:sox_cluster_2:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000014865.1:NC_008576.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000014865.1:NC_008576.1:sox_cluster_1:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000014865.1:NC_008576.1:sox_cluster_2:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000014865.1:NC_008576.1:sox_cluster_2:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000014865.1:NC_008576.1:sox_cluster_3:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000014865.1:NC_008576.1:sox_cluster_3:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000014865.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,vertical_like,recipient_sulfur_backbone,True,GCF_000014865.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000015585.1:NC_008789.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,uncertain,sox_energy_module,False,GCF_000015585.1:NC_008789.1:sox_cluster_1:sox_energy_module,dependency_group,2,True,False
sox_genome_atlas,GTDB_R232::GCF_000015725.1:NC_008825.1:sox_cluster_4:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000015725.1:NC_008825.1:sox_cluster_4:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000016345.1:NC_009379.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000016345.1:NC_009379.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000018145.1:NC_009952.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000018145.1:NC_009952.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000019785.1:NC_010524.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000019785.1:NC_010524.1:sox_cluster_2:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000020505.1:NC_011027.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000020505.1:NC_011027.1:sox_cluster_1:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000020505.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,vertical_like,recipient_sulfur_backbone,True,GCF_000020505.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000020645.1:NC_011060.1:sox_cluster_1:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000020645.1:NC_011060.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000020645.1:NC_011060.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000020645.1:NC_011060.1:sox_cluster_2:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000020645.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,vertical_like,recipient_sulfur_backbone,True,GCF_000020645.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000021545.1:NC_012438.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,uncertain,sox_energy_module,False,GCF_000021545.1:NC_012438.1:sox_cluster_1:sox_energy_module,dependency_group,2,True,False
sox_genome_atlas,GTDB_R232::GCF_000021565.1:NC_012440.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,uncertain,sox_energy_module,False,GCF_000021565.1:NC_012440.1:sox_cluster_1:sox_energy_module,dependency_group,2,True,False
sox_genome_atlas,GTDB_R232::GCF_000021985.1:NC_011901.1:sox_cluster_1:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000021985.1:NC_011901.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000021985.1:NC_011901.1:sox_cluster_2:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000021985.1:NC_011901.1:sox_cluster_2:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000021985.1:NC_011901.1:sox_cluster_3:sox_energy_module,GTDB_R232,order_distribution,vertical_like,sox_energy_module,True,GCF_000021985.1:NC_011901.1:sox_cluster_3:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000021985.1:NC_011901.1:sox_cluster_4:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000021985.1:NC_011901.1:sox_cluster_4:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000022145.1:NC_011891.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,uncertain,sox_energy_module,False,GCF_000022145.1:NC_011891.1:sox_cluster_1:sox_energy_module,dependency_group,2,True,False
sox_genome_atlas,GTDB_R232::GCF_000024425.1:NC_013946.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000024425.1:NC_013946.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000024425.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,vertical_like,recipient_sulfur_backbone,True,GCF_000024425.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000024765.1:NC_013422.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000024765.1:NC_013422.1:sox_cluster_1:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000024765.1:NC_013422.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000024765.1:NC_013422.1:sox_cluster_2:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000024765.1:NC_013422.1:sox_cluster_3:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000024765.1:NC_013422.1:sox_cluster_3:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000025485.1:NC_013851.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000025485.1:NC_013851.1:sox_cluster_1:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000025485.1:NC_013851.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000025485.1:NC_013851.1:sox_cluster_2:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000025485.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,vertical_like,recipient_sulfur_backbone,True,GCF_000025485.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000025605.1:NC_013894.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,GCF_000025605.1:NC_013894.1:sox_cluster_1:sox_energy_module,dependency_group,2,False,False
sox_genome_atlas,GTDB_R232::GCF_000025705.1:NC_013959.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,hgt_like,sox_energy_module,True,GCF_000025705.1:NC_013959.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000025705.1:recipient_sulfur_backbone,GTDB_R232,order_distribution,hgt_like,recipient_sulfur_backbone,True,GCF_000025705.1:recipient_sulfur_backbone,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000069785.1:NC_010528.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000069785.1:NC_010528.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000091545.1:NC_006461.1:sox_cluster_1:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000091545.1:NC_006461.1:sox_cluster_1:sox_energy_module,dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::GCF_000092125.1:NC_014213.1:sox_cluster_2:sox_energy_module,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,GCF_000092125.1:NC_014213.1:sox_cluster_2:sox_energy_module,dependency_group,1,False,False
